XOMS,LOCAL LEGENDS,GOALS MET,CHALLENGES COMPLETED,TOP 10 TIMES,BEST EFFORTS,PRS,Segment ID,Segment Name,Elapsed Time,Start Date
0,0,4,0,0,0,138,39918701,DINO MILE (000 - 400),103,"Sep 16, 2025, 8:05:15 AM"
