Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"May 27, 1996", lb,133 W,191,Runner,Imperial,mm/dd/YYYY,Week,English (US),--:--,"",All
